landseg,landuse,thisyear,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A51119,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51121,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51125,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51127,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51131,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51133,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51135,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51137,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51139,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51141,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51143,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51145,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51147,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51149,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51153,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51155,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51157,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51159,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51161,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51163,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51165,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51167,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51169,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51171,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51173,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51175,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51177,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51179,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51181,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51183,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51185,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51187,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51191,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51193,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51195,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51197,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51199,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51510,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51515,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51520,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51530,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51540,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51550,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51570,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51580,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51590,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51595,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51600,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51610,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51620,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51630,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51640,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51650,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51660,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51670,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51678,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51680,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51683,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51685,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51690,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51700,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51710,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51720,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51730,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51735,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51740,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51750,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51760,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51770,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51775,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51790,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51800,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51810,pas,2002,0.9,0.9,0.9,0.91,0.9294,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A51820,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51830,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51840,pas,2002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54003,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54023,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54027,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54031,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54037,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54057,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54063,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54065,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54071,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54077,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
A54093,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
B24001,pas,2002,0.9,0.9,0.9,0.905,0.92,0.925,0.93,0.93,0.93,0.91,0.9,0.9
B24021,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B37005,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B37009,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42001,pas,2002,0.9,0.9,0.9,0.9029,0.9229,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42009,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42015,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42027,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42035,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42041,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42043,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42055,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42079,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42081,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42119,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B42131,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51003,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51009,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51015,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51017,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51019,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51023,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51035,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51061,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51067,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51071,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51077,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51079,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51091,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51105,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51113,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51125,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51139,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51141,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51157,pas,2002,0.9,0.9,0.9,0.9092,0.9267,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51161,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51163,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51165,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51167,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51169,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51171,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51173,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51185,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51187,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51191,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51197,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B54023,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
B54031,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
B54057,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
B54071,pas,2002,0.9,0.9,0.9,0.9033,0.9167,0.9233,0.93,0.93,0.93,0.91,0.9,0.9
C42009,pas,2002,0.9,0.9,0.9,0.9,0.92,0.93,0.93,0.93,0.93,0.91,0.9,0.9
C51015,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
C51071,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
C51165,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
B51195,pas,2002,0.9,0.9,0.9,0.91,0.93,0.93,0.93,0.93,0.93,0.91,0.9,0.9
A10001,hwm,1982,0.3681,0.4061,0.3864,0.4324,0.5593,0.7936,0.8502,0.8067,0.6949,0.3902,0.3367,0.3457
A10003,hwm,1982,0.2578,0.2772,0.2598,0.3086,0.5621,0.8703,0.9177,0.8582,0.7138,0.2994,0.2496,0.2464
A10005,hwm,1982,0.3737,0.4027,0.3775,0.4297,0.575,0.8021,0.8836,0.8521,0.7423,0.4387,0.3598,0.3566
A11001,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A24001,hwm,1982,0.2283,0.2283,0.2216,0.2156,0.1672,0.5319,0.8885,0.7987,0.6359,0.1868,0.1953,0.2005
A24003,hwm,1982,0.189,0.1999,0.1855,0.2341,0.5589,0.9143,0.9484,0.8753,0.7104,0.229,0.1894,0.1826
A24005,hwm,1982,0.2558,0.2913,0.2826,0.3211,0.5361,0.8512,0.8585,0.7801,0.6346,0.2256,0.2172,0.2349
A24009,hwm,1982,0.243,0.2685,0.2559,0.2997,0.5488,0.8699,0.8951,0.8237,0.6746,0.2493,0.2217,0.228
A24011,hwm,1982,0.4054,0.4515,0.4318,0.4759,0.5556,0.7655,0.821,0.781,0.6802,0.4134,0.3629,0.3782
A24013,hwm,1982,0.2385,0.2718,0.2638,0.3024,0.5354,0.8624,0.8664,0.7847,0.634,0.2082,0.2022,0.2189
A24015,hwm,1982,0.211,0.2304,0.2182,0.2631,0.5506,0.893,0.9169,0.8415,0.683,0.2256,0.1975,0.1995
A24017,hwm,1982,0.2764,0.3001,0.2829,0.3305,0.5596,0.8559,0.9018,0.8435,0.7045,0.3092,0.2619,0.2624
A24019,hwm,1982,0.3951,0.4344,0.4123,0.4598,0.564,0.779,0.8461,0.8104,0.7067,0.4275,0.3644,0.3721
A24021,hwm,1982,0.2204,0.2529,0.2465,0.2841,0.5321,0.8721,0.869,0.7819,0.6258,0.183,0.1835,0.2012
A24023,hwm,1982,0.3816,0.3816,0.3765,0.3721,0.2246,0.5039,0.7821,0.7015,0.5747,0.2708,0.3036,0.3246
A24025,hwm,1982,0.1783,0.1984,0.1901,0.232,0.5416,0.9081,0.9143,0.8271,0.6588,0.1716,0.1602,0.1665
A24027,hwm,1982,0.2414,0.2749,0.2667,0.3053,0.5357,0.8607,0.8657,0.7847,0.6349,0.2118,0.205,0.2217
A24029,hwm,1982,0.2038,0.2226,0.2107,0.2555,0.5499,0.8973,0.9195,0.8424,0.6818,0.2175,0.191,0.1928
A24031,hwm,1982,0.2205,0.2463,0.2363,0.2781,0.543,0.8805,0.894,0.8147,0.6589,0.2131,0.1964,0.2054
A24033,hwm,1982,0.2031,0.2182,0.2045,0.2516,0.5556,0.9023,0.933,0.8599,0.6992,0.2326,0.1971,0.1943
A24035,hwm,1982,0.2661,0.2905,0.2747,0.3211,0.5562,0.8601,0.8995,0.837,0.695,0.2904,0.2494,0.2518
A24037,hwm,1982,0.3331,0.368,0.3504,0.3956,0.5558,0.8145,0.8615,0.8097,0.6875,0.3492,0.3038,0.3125
A24039,hwm,1982,0.3588,0.3886,0.3655,0.416,0.5701,0.8083,0.8805,0.8432,0.7289,0.412,0.3419,0.3413
A24041,hwm,1982,0.3253,0.3547,0.3351,0.3831,0.5627,0.8252,0.8818,0.8337,0.7093,0.3615,0.3057,0.3081
A24043,hwm,1982,0.2372,0.2372,0.2304,0.2244,0.1711,0.5316,0.8832,0.7941,0.6337,0.1929,0.202,0.2079
A24045,hwm,1982,0.337,0.3553,0.3286,0.3844,0.583,0.8332,0.9224,0.8907,0.7702,0.428,0.3392,0.3262
A24047,hwm,1982,0.2651,0.2753,0.2522,0.3074,0.5784,0.8782,0.95,0.9046,0.7627,0.3509,0.2748,0.2591
A24510,hwm,1982,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A36003,hwm,1982,0.1204,0.1204,0.1137,0.1081,0.1205,0.5374,0.95,0.8554,0.6641,0.1145,0.1137,0.1107
A36007,hwm,1982,0.0775,0.0775,0.0706,0.0647,0.1037,0.5436,0.95,0.8812,0.6796,0.0895,0.0829,0.0758
A36011,hwm,1982,0.157,0.157,0.15,0.1438,0.1381,0.5394,0.9347,0.8394,0.6586,0.1426,0.1428,0.1418
A36015,hwm,1982,0.1062,0.1062,0.0995,0.0937,0.1149,0.5394,0.95,0.8639,0.6692,0.1062,0.1035,0.0991
A36017,hwm,1982,0.0805,0.0805,0.0734,0.0674,0.1055,0.5446,0.95,0.8806,0.68,0.0926,0.0855,0.0784
A36023,hwm,1982,0.0881,0.0881,0.0812,0.0753,0.1078,0.5421,0.95,0.8749,0.6758,0.0957,0.0904,0.0844
A36025,hwm,1982,0.0696,0.0696,0.0626,0.0566,0.1006,0.5448,0.95,0.8861,0.6824,0.0849,0.0771,0.0693
A36043,hwm,1982,0.0989,0.0989,0.0921,0.0863,0.1121,0.5405,0.95,0.8683,0.6718,0.102,0.0982,0.0932
A36051,hwm,1982,0.2128,0.2128,0.2065,0.2009,0.1588,0.5289,0.8957,0.8037,0.636,0.1729,0.1822,0.187
A36053,hwm,1982,0.0968,0.0968,0.0901,0.0842,0.1113,0.5408,0.95,0.8696,0.6726,0.1008,0.0968,0.0915
A36065,hwm,1982,0.1046,0.1046,0.0979,0.0921,0.1143,0.5396,0.95,0.8649,0.6698,0.1053,0.1023,0.0978
A36067,hwm,1982,0.1615,0.1615,0.1549,0.1493,0.1377,0.5339,0.9287,0.8327,0.6519,0.1408,0.1443,0.1447
A36069,hwm,1982,0.2311,0.2311,0.225,0.2198,0.1651,0.5242,0.8822,0.791,0.6273,0.1817,0.1946,0.2015
A36077,hwm,1982,0.0826,0.0826,0.0757,0.0698,0.1058,0.543,0.95,0.8783,0.6778,0.0926,0.0866,0.08
A36095,hwm,1982,0.0935,0.0935,0.0864,0.0803,0.1112,0.5441,0.95,0.8739,0.6767,0.1014,0.0954,0.0893
A36097,hwm,1982,0.2599,0.2599,0.2543,0.2496,0.1749,0.5169,0.861,0.7711,0.6137,0.1955,0.2142,0.2245
A36101,hwm,1982,0.1531,0.1531,0.1466,0.141,0.134,0.5342,0.9337,0.8369,0.6539,0.135,0.1379,0.1377
A36107,hwm,1982,0.0783,0.0783,0.0713,0.0654,0.104,0.5435,0.95,0.8808,0.6793,0.09,0.0834,0.0764
A36109,hwm,1982,0.1731,0.1731,0.1667,0.1613,0.1417,0.5311,0.9202,0.8247,0.6466,0.1464,0.1522,0.1539
A36123,hwm,1982,0.2739,0.2739,0.2682,0.2632,0.1818,0.5179,0.8534,0.7651,0.6118,0.2065,0.2254,0.2365
A37001,hwm,1982,0.3157,0.3556,0.3426,0.3832,0.5436,0.8167,0.8429,0.7797,0.652,0.3,0.2752,0.2922
A37005,hwm,1982,0.1118,0.1118,0.1052,0.0994,0.1171,0.5386,0.95,0.8605,0.6672,0.1095,0.1076,0.1037
A37009,hwm,1982,0.1703,0.1703,0.164,0.1587,0.1399,0.53,0.9212,0.8252,0.6461,0.1434,0.1496,0.1514
A37033,hwm,1982,0.3961,0.4605,0.4516,0.4833,0.5243,0.7472,0.7536,0.6899,0.5857,0.3186,0.3183,0.3582
A37067,hwm,1982,0.3213,0.3614,0.3478,0.3888,0.5447,0.8138,0.8424,0.7809,0.655,0.3082,0.2812,0.2978
A37077,hwm,1982,0.4293,0.4906,0.4764,0.5128,0.5372,0.7349,0.7652,0.7161,0.6219,0.384,0.3608,0.3932
A37081,hwm,1982,0.3395,0.3848,0.372,0.4111,0.5409,0.7985,0.8234,0.7622,0.6416,0.3139,0.2915,0.3129
A37131,hwm,1982,0.332,0.3635,0.3443,0.3915,0.5608,0.8192,0.8738,0.8255,0.7031,0.3623,0.3089,0.3134
A37135,hwm,1982,0.3905,0.4478,0.4357,0.4715,0.5343,0.7588,0.7799,0.7223,0.6167,0.3413,0.3256,0.3569
A37145,hwm,1982,0.4613,0.5386,0.5292,0.5583,0.5198,0.6995,0.7071,0.6509,0.5659,0.3645,0.3665,0.4159
A37157,hwm,1982,0.4243,0.4854,0.4715,0.5077,0.5365,0.7377,0.7663,0.7159,0.6203,0.3776,0.3559,0.3884
A37169,hwm,1982,0.2845,0.3188,0.3062,0.3478,0.5449,0.8388,0.8632,0.7958,0.6589,0.2757,0.2511,0.2643
A37171,hwm,1982,0.1919,0.2051,0.1917,0.239,0.5558,0.91,0.9397,0.8648,0.7008,0.2231,0.1881,0.1841
A37181,hwm,1982,0.4429,0.4804,0.4522,0.5046,0.5783,0.7579,0.8529,0.8352,0.7459,0.5098,0.4205,0.4208
A37185,hwm,1982,0.4406,0.489,0.4668,0.5122,0.5604,0.7454,0.8128,0.782,0.6917,0.4583,0.3975,0.4121
A37189,hwm,1982,0.0851,0.0851,0.0782,0.0724,0.1067,0.5425,0.95,0.8767,0.6768,0.0939,0.0883,0.082
A42001,hwm,1982,0.2751,0.3154,0.3071,0.3442,0.5332,0.8359,0.8411,0.7638,0.624,0.2349,0.2296,0.2514
A42009,hwm,1982,0.2645,0.2645,0.2585,0.2533,0.1788,0.521,0.8608,0.7722,0.617,0.2026,0.2192,0.229
A42011,hwm,1982,0.3202,0.3202,0.3137,0.3079,0.205,0.5227,0.8294,0.7468,0.6072,0.2442,0.263,0.2761
A42013,hwm,1982,0.1854,0.1854,0.1792,0.1738,0.1465,0.5293,0.912,0.8173,0.6422,0.1537,0.1611,0.164
A42015,hwm,1982,0.2337,0.2337,0.2279,0.223,0.1649,0.5212,0.8789,0.7873,0.6237,0.1808,0.1955,0.2033
A42021,hwm,1982,0.5203,0.5203,0.5167,0.5136,0.2769,0.4794,0.6862,0.6142,0.5202,0.3475,0.402,0.437
A42023,hwm,1982,0.2397,0.2397,0.234,0.2291,0.167,0.5199,0.8746,0.7833,0.621,0.1838,0.1996,0.208
A42025,hwm,1982,0.4752,0.4752,0.4682,0.4617,0.2735,0.518,0.7361,0.6679,0.5699,0.3509,0.3812,0.4056
A42027,hwm,1982,0.2869,0.2869,0.2808,0.2756,0.1886,0.5201,0.8472,0.7607,0.6114,0.2179,0.2362,0.2477
A42029,hwm,1982,0.1967,0.2203,0.2118,0.253,0.5405,0.8947,0.9015,0.8165,0.6536,0.1849,0.1739,0.1828
A42033,hwm,1982,0.3505,0.3505,0.3454,0.341,0.2115,0.5063,0.8016,0.7185,0.5837,0.2507,0.2804,0.2989
A42035,hwm,1982,0.2207,0.2207,0.213,0.206,0.1686,0.5428,0.8997,0.8114,0.6489,0.1915,0.1934,0.196
A42037,hwm,1982,0.4051,0.4051,0.3967,0.389,0.2498,0.5366,0.7884,0.7172,0.6039,0.3178,0.3338,0.3498
A42041,hwm,1982,0.2878,0.2878,0.282,0.2769,0.1883,0.5184,0.8456,0.7588,0.6094,0.2169,0.2364,0.2482
A42043,hwm,1982,0.3453,0.3453,0.338,0.3314,0.2194,0.5294,0.8188,0.7401,0.6088,0.2683,0.2849,0.2984
A42047,hwm,1982,0.4615,0.4615,0.4575,0.454,0.2536,0.4874,0.7254,0.6493,0.5409,0.3127,0.3594,0.3889
A42055,hwm,1982,0.2278,0.2278,0.2218,0.2167,0.1633,0.5236,0.8838,0.7921,0.6274,0.1788,0.1918,0.1987
A42057,hwm,1982,0.3221,0.3221,0.3168,0.3122,0.2004,0.5104,0.8207,0.7356,0.5939,0.2341,0.2599,0.2757
A42061,hwm,1982,0.2632,0.2632,0.2575,0.2527,0.1766,0.5174,0.8594,0.7699,0.6135,0.1984,0.2169,0.2273
A42063,hwm,1982,0.3529,0.3529,0.3468,0.3414,0.2169,0.516,0.8063,0.7254,0.5934,0.2614,0.2858,0.3025
A42065,hwm,1982,0.363,0.363,0.3577,0.353,0.2177,0.5075,0.7951,0.7135,0.5824,0.2607,0.2905,0.3095
A42067,hwm,1982,0.3286,0.3286,0.3223,0.3167,0.2077,0.5202,0.823,0.7406,0.6028,0.2479,0.2686,0.2828
A42069,hwm,1982,0.2154,0.2154,0.2095,0.2044,0.1575,0.5234,0.8909,0.798,0.6298,0.1697,0.1821,0.1882
